antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Slope_Flat, ChestPain_ASY, MaxHR_Low, FastingBS_Normal, ECG_Normal","Age_Middle, ExAngina_Yes",0.1595744680851064,0.49645390070921985,0.10638297872340426,0.6666666666666666,1.3428571428571427,1.0,0.027161611588954276,1.51063829787234,0.30379746835443033,0.19354838709677422,0.3380281690140845,0.44047619047619047
"Sex_Male, ECG_Normal, ChestPain_ASY, MaxHR_Low","FastingBS_Normal, Age_Middle",0.19858156028368795,0.4787234042553192,0.1276595744680851,0.6428571428571427,1.3428571428571425,1.0,0.032593933906745115,1.4595744680851055,0.31858407079646006,0.232258064516129,0.3148688046647227,0.45476190476190465
"FastingBS_Normal, ECG_Normal, ChestPain_ASY, BP_Prehypertension","Sex_Male, Age_Middle, Slope_Flat",0.16666666666666666,0.5070921985815603,0.11347517730496454,0.6808510638297873,1.3426573426573427,1.0,0.028959810874704492,1.544444444444445,0.30625,0.20253164556962025,0.352517985611511,0.45231364380300554
"ChestPain_ASY, Chol_Borderline, BP_Prehypertension",Age_Middle,0.1347517730496454,0.6276595744680851,0.11347517730496454,0.8421052631578947,1.3416592328278323,1.0,0.02889693677380413,2.3581560283687937,0.2943135245901639,0.1748633879781421,0.5759398496240601,0.5114481118049361
"FastingBS_Normal, Age_Middle, ECG_Normal, Oldpeak_Moderate","Sex_Male, ChestPain_ASY, Slope_Flat",0.1276595744680851,0.6418439716312057,0.1099290780141844,0.8611111111111113,1.341620626151013,1.0,0.027991549720839004,2.578723404255322,0.2918961447678994,0.16666666666666669,0.6122112211221127,0.5161909146715777
"FastingBS_Normal, ECG_Normal, ChestPain_ASY, BP_Prehypertension","Sex_Male, Age_Middle",0.16666666666666666,0.5709219858156028,0.1276595744680851,0.7659574468085106,1.3416149068322982,1.0,0.032505910165484625,1.8333333333333333,0.30555555555555547,0.20930232558139533,0.45454545454545453,0.49477996564028015
"Slope_Flat, Age_Middle, MaxHR_Low, ExAngina_Yes","FastingBS_Normal, ChestPain_ASY",0.1773049645390071,0.6560283687943262,0.15602836879432624,0.8800000000000001,1.3414054054054056,1.0,0.039711282128665565,2.866430260047284,0.3093652037617555,0.23036649214659685,0.6511340206185571,0.558918918918919
"Sex_Male, MaxHR_Medium, ChestPain_ASY, ECG_Normal","FastingBS_Normal, Age_Middle",0.1879432624113475,0.4787234042553192,0.12056737588652482,0.6415094339622641,1.3400419287211738,1.0,0.030594537498113764,1.4540873460246357,0.3124839455432827,0.22077922077922071,0.3122834039276087,0.446680642907058
"Slope_Flat, MaxHR_Medium, ChestPain_ASY, ECG_Normal","FastingBS_Normal, Age_Middle",0.1879432624113475,0.4787234042553192,0.12056737588652482,0.6415094339622641,1.3400419287211738,1.0,0.030594537498113764,1.4540873460246357,0.3124839455432827,0.22077922077922071,0.3122834039276087,0.446680642907058
BP_Normal,"ECG_Normal, ChestPain_ASY",0.20921985815602837,0.46808510638297873,0.13120567375886524,0.6271186440677966,1.339753466872111,1.0,0.03327297419646899,1.4264990328820115,0.3206884014058902,0.24025974025974026,0.2989830508474576,0.45371083718541344
"Oldpeak_Moderate, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY","FastingBS_Normal, ECG_Normal",0.18085106382978725,0.45390070921985815,0.1099290780141844,0.6078431372549019,1.3391544117647058,1.0,0.027840651878678138,1.3925531914893616,0.3091746962714705,0.20945945945945948,0.281894576012223,0.42501531862745096
"FastingBS_Normal, ECG_Normal, BP_Prehypertension","Age_Middle, ChestPain_ASY",0.1879432624113475,0.549645390070922,0.13829787234042554,0.7358490566037736,1.338770541692027,1.0,0.034995724561138794,1.704913880445796,0.31161124174224625,0.2307692307692308,0.413460109939088,0.4937309799147901
"BP_Stage1, ChestPain_ASY, MaxHR_Low","Sex_Male, ExAngina_Yes",0.1276595744680851,0.7056737588652482,0.12056737588652482,0.9444444444444445,1.3383584589614743,1.0,0.030481364116493145,5.297872340425541,0.2898134863701579,0.1691542288557214,0.811244979919679,0.5576493579006142
"BP_Normal, Chol_High","Sex_Male, FastingBS_Normal",0.11347517730496454,0.6773049645390071,0.10283687943262411,0.9062499999999999,1.338023560209424,1.0,0.02597957849202756,3.4420803782505867,0.28496551724137925,0.1494845360824742,0.7094780219780216,0.5290412303664921
"Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Low","FastingBS_Normal, ECG_Normal",0.19858156028368795,0.45390070921985815,0.12056737588652482,0.6071428571428571,1.337611607142857,1.0,0.030431064835772834,1.3900709219858154,0.31494013534617377,0.2266666666666666,0.2806122448979591,0.43638392857142855
"FastingBS_Normal, Oldpeak_Moderate, Chol_High","Sex_Male, Slope_Flat, ExAngina_Yes",0.1595744680851064,0.5815602836879432,0.12411347517730496,0.7777777777777778,1.33739837398374,1.0,0.031311302248377845,1.8829787234042556,0.3001808318264014,0.20114942528735635,0.46892655367231645,0.49559620596205967
"BP_Normal, ECG_Normal","Slope_Flat, FastingBS_Normal",0.1453900709219858,0.6382978723404256,0.12411347517730496,0.853658536585366,1.3373983739837398,1.0,0.031311302248377845,2.47163120567376,0.29519857735625366,0.1881720430107527,0.5954088952654235,0.5240514905149052
"Slope_Flat, BP_Prehypertension, Oldpeak_Moderate, ExAngina_Yes","Sex_Male, Age_Middle",0.1347517730496454,0.5709219858156028,0.10283687943262411,0.763157894736842,1.336711343576332,1.0,0.025904129570947135,1.811662726556343,0.29112492933860934,0.17058823529411765,0.4480208786428881,0.47164105916966326
"Age_Middle, ECG_Normal, Oldpeak_Moderate, ExAngina_Yes","Slope_Flat, FastingBS_Normal",0.12056737588652482,0.6382978723404256,0.10283687943262411,0.8529411764705882,1.3362745098039215,1.0,0.025878979930586993,2.4595744680851057,0.28615127919911015,0.15675675675675674,0.5934256055363321,0.5070261437908496
"BP_Normal, ChestPain_ASY","Sex_Male, ECG_Normal",0.18439716312056736,0.48936170212765956,0.12056737588652482,0.6538461538461539,1.3361204013377928,1.0,0.03033046627433228,1.4751773049645391,0.3084398976982098,0.21794871794871792,0.32211538461538464,0.45011148272017837
"Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Low, FastingBS_Normal","Sex_Male, ECG_Normal",0.18439716312056736,0.48936170212765956,0.12056737588652482,0.6538461538461539,1.3361204013377928,1.0,0.03033046627433228,1.4751773049645391,0.3084398976982098,0.21794871794871792,0.32211538461538464,0.45011148272017837
"Sex_Male, ECG_Normal, Oldpeak_Moderate","Slope_Flat, FastingBS_Normal, ExAngina_Yes",0.1950354609929078,0.5035460992907801,0.13120567375886524,0.6727272727272726,1.335979513444302,1.0,0.03299632815250743,1.5169424743892825,0.31241814501726406,0.23125,0.3407792207792206,0.4666453265044814
"Age_Middle, Oldpeak_Moderate, Chol_High","Slope_Flat, ChestPain_ASY, ExAngina_Yes",0.13829787234042554,0.5567375886524822,0.10283687943262411,0.7435897435897435,1.3356197942185202,1.0,0.025841255470046773,1.7287234042553186,0.2916134525329927,0.17365269461077842,0.42153846153846136,0.4641515596929609
"Sex_Male, Age_Middle, ChestPain_ASY, Oldpeak_Moderate","Slope_Flat, FastingBS_Normal, ExAngina_Yes",0.20567375886524822,0.5035460992907801,0.13829787234042554,0.6724137931034484,1.335356969402623,1.0,0.034731653337357296,1.5154908547965666,0.3161630036630038,0.24223602484472057,0.34014778325123185,0.47353084021369607
"Oldpeak_Moderate, Sex_Male, Slope_Flat, ChestPain_ASY, FastingBS_Normal, ECG_Normal",Age_Middle,0.13120567375886524,0.6276595744680851,0.1099290780141844,0.8378378378378379,1.3348602840128265,1.0,0.027576580654896654,2.2960992907801434,0.28874259381171846,0.16939890710382516,0.5644787644787648,0.5064895403878455
"Age_Middle, MaxHR_Low","Sex_Male, FastingBS_Normal, ChestPain_ASY, Slope_Flat",0.25886524822695034,0.4929078014184397,0.1702127659574468,0.6575342465753424,1.3339903419729968,1.0,0.04261606559026207,1.480709219858156,0.33781897926634774,0.29268292682926833,0.324647954784941,0.5014289937912684
"Sex_Male, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal, ECG_Normal",Age_Middle,0.1524822695035461,0.6276595744680851,0.1276595744680851,0.8372093023255812,1.3338588884509262,1.0,0.03195261807756149,2.287234042553189,0.2953277545327755,0.19565217391304346,0.5627906976744181,0.5202995664170279
"MaxHR_Medium, BP_Prehypertension","Age_Middle, ExAngina_Yes",0.25177304964539005,0.49645390070921985,0.16666666666666666,0.6619718309859155,1.333400402414487,1.0,0.04167295407675671,1.489657210401891,0.3341736412221439,0.2865853658536585,0.32870462209879,0.49884305835010057
"Slope_Flat, ECG_Normal, MaxHR_Low, ExAngina_Yes","FastingBS_Normal, Age_Middle",0.16666666666666666,0.4787234042553192,0.10638297872340426,0.6382978723404256,1.3333333333333333,1.0,0.02659574468085106,1.4411764705882353,0.29999999999999993,0.19736842105263158,0.3061224489795919,0.4302600472813239
"Chol_Borderline, BP_Prehypertension","Sex_Male, Age_Middle, ChestPain_ASY",0.1595744680851064,0.5,0.10638297872340426,0.6666666666666666,1.3333333333333333,1.0,0.02659574468085106,1.4999999999999998,0.29746835443037967,0.19230769230769235,0.33333333333333326,0.43971631205673756
"Age_Middle, ECG_Normal, Oldpeak_Moderate","Sex_Male, Slope_Flat, ExAngina_Yes",0.14184397163120568,0.5815602836879432,0.1099290780141844,0.7749999999999999,1.332621951219512,1.0,0.027438257632915852,1.8597320724980295,0.29085577179418826,0.17919075144508673,0.4622881355932202,0.4820121951219512
"Sex_Male, MaxHR_Medium, ECG_Normal, Slope_Flat","FastingBS_Normal, Age_Middle",0.20567375886524822,0.4787234042553192,0.13120567375886524,0.6379310344827587,1.3325670498084292,1.0,0.03274483174890598,1.4397163120567376,0.3141891891891891,0.23717948717948717,0.3054187192118228,0.45600255427841635
"Sex_Male, ECG_Normal, Chol_High, Slope_Flat","FastingBS_Normal, Age_Middle",0.20567375886524822,0.4787234042553192,0.13120567375886524,0.6379310344827587,1.3325670498084292,1.0,0.03274483174890598,1.4397163120567376,0.3141891891891891,0.23717948717948717,0.3054187192118228,0.45600255427841635
"Chol_High, BP_Prehypertension","Age_Middle, ExAngina_Yes",0.2198581560283688,0.49645390070921985,0.1453900709219858,0.6612903225806451,1.332027649769585,1.0,0.03624063175896583,1.4866599121918267,0.31951219512195106,0.2546583850931676,0.3273512039981826,0.477073732718894
"Age_Middle, ECG_Normal, Oldpeak_Moderate","Slope_Flat, FastingBS_Normal",0.14184397163120568,0.6382978723404256,0.12056737588652482,0.8499999999999999,1.3316666666666663,1.0,0.030028670590010548,2.411347517730494,0.2902284880894505,0.18279569892473116,0.5852941176470584,0.5194444444444444
"Age_Middle, MaxHR_Low, ExAngina_Yes","Sex_Male, FastingBS_Normal, ChestPain_ASY",0.20567375886524822,0.5957446808510638,0.16312056737588654,0.7931034482758622,1.3312807881773403,1.0,0.04059151954127059,1.9539007092198597,0.31327639751552816,0.2555555555555556,0.4882032667876592,0.533456486042693
"ExAngina_Yes, Slope_Flat, MaxHR_Low, FastingBS_Normal, ECG_Normal","Age_Middle, ChestPain_ASY",0.1453900709219858,0.549645390070922,0.10638297872340426,0.7317073170731707,1.3312352478363494,1.0,0.026469996479050364,1.6785944551902,0.2911479944674967,0.18072289156626511,0.4042634914538122,0.4626278520849725
"FastingBS_Normal, Age_Middle, MaxHR_Low","Sex_Male, ChestPain_ASY, Slope_Flat, ExAngina_Yes",0.21631205673758866,0.4929078014184397,0.14184397163120568,0.6557377049180328,1.3303455596178797,1.0,0.03522207132438007,1.4729821006416755,0.3168552036199096,0.25,0.32110512438381306,0.47175374454534735
"BP_Prehypertension, ChestPain_ASY, Chol_High","Age_Middle, ExAngina_Yes",0.1879432624113475,0.49645390070921985,0.12411347517730496,0.6603773584905661,1.3301886792452833,1.0,0.03080830944117499,1.4826635145784084,0.3056768558951965,0.22151898734177214,0.3255381344671806,0.45518867924528306
"FastingBS_Normal, ECG_Normal, BP_Prehypertension","Age_Middle, ExAngina_Yes",0.1879432624113475,0.49645390070921985,0.12411347517730496,0.6603773584905661,1.3301886792452833,1.0,0.03080830944117499,1.4826635145784084,0.3056768558951965,0.22151898734177214,0.3255381344671806,0.45518867924528306
"Sex_Male, BP_Prehypertension, Chol_High","Age_Middle, ExAngina_Yes",0.1879432624113475,0.49645390070921985,0.12411347517730496,0.6603773584905661,1.3301886792452833,1.0,0.03080830944117499,1.4826635145784084,0.3056768558951965,0.22151898734177214,0.3255381344671806,0.45518867924528306
"Sex_Male, ECG_Normal, MaxHR_Low, FastingBS_Normal","Slope_Flat, Age_Middle, ChestPain_ASY",0.1879432624113475,0.48226950354609927,0.12056737588652482,0.6415094339622641,1.330188679245283,1.0,0.029928072028569994,1.444195595371407,0.30567685589519655,0.21935483870967737,0.3075730162832773,0.44575471698113206
"Age_Middle, ChestPain_ASY, ECG_Normal","Sex_Male, FastingBS_Normal, Slope_Flat",0.31560283687943264,0.574468085106383,0.24113475177304963,0.7640449438202247,1.3300041614648355,1.0,0.059830994416779804,1.803444782168186,0.36254190795489155,0.3715846994535519,0.44550561797752797,0.5918990151199889
"BP_Prehypertension, Chol_High, ExAngina_Yes","Slope_Flat, Age_Middle",0.18085106382978725,0.5602836879432624,0.1347517730496454,0.7450980392156862,1.3298585256887563,1.0,0.03342387203862984,1.7250409165302776,0.30280246069719746,0.2222222222222222,0.42030360531309274,0.49280218416480515
"FastingBS_Normal, BP_Normal, ChestPain_ASY","Slope_Flat, ECG_Normal",0.1702127659574468,0.4858156028368794,0.1099290780141844,0.6458333333333334,1.3293795620437958,1.0,0.027237060510034716,1.451814768460576,0.2985938792390406,0.2012987012987013,0.31120689655172423,0.4360553527980536
"Sex_Male, ECG_Normal, Oldpeak_Moderate","FastingBS_Normal, Age_Middle",0.1950354609929078,0.4787234042553192,0.12411347517730496,0.6363636363636364,1.3292929292929292,1.0,0.03074543534027463,1.4335106382978722,0.3077407174323473,0.22580645161290325,0.30241187384044527,0.44781144781144777
"FastingBS_Normal, ECG_Normal, ChestPain_ASY, BP_Prehypertension","Slope_Flat, Age_Middle",0.16666666666666666,0.5602836879432624,0.12411347517730496,0.7446808510638299,1.3291139240506329,1.0,0.030732860520094565,1.7222222222222225,0.29714285714285715,0.20588235294117646,0.41935483870967755,0.48309991920280104
"Slope_Flat, ECG_Normal, FastingBS_Normal, BP_Prehypertension","Age_Middle, ExAngina_Yes",0.16666666666666666,0.49645390070921985,0.1099290780141844,0.6595744680851064,1.3285714285714287,1.0,0.027186761229314432,1.4791666666666667,0.2967741935483872,0.19871794871794873,0.32394366197183116,0.44050151975683893
"Age_Middle, ECG_Normal, Chol_High, ExAngina_Yes","Sex_Male, FastingBS_Normal, Slope_Flat",0.1347517730496454,0.574468085106383,0.10283687943262411,0.763157894736842,1.3284600389863546,1.0,0.02542628640410441,1.7966903073286045,0.2857546636517805,0.1695906432748538,0.4434210526315787,0.47108512020792714
"BP_Prehypertension, ChestPain_ASY, Chol_High, ExAngina_Yes","Slope_Flat, Age_Middle",0.1524822695035461,0.5602836879432624,0.11347517730496454,0.7441860465116279,1.328230791875184,1.0,0.028041849001559274,1.718891038039974,0.2915794979079498,0.18934911242603544,0.41822955738934725,0.47335884604062406
"Sex_Male, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal, ECG_Normal","Slope_Flat, Age_Middle",0.1524822695035461,0.5602836879432624,0.11347517730496454,0.7441860465116279,1.328230791875184,1.0,0.028041849001559274,1.718891038039974,0.2915794979079498,0.18934911242603544,0.41822955738934725,0.47335884604062406
"ExAngina_Yes, Slope_Flat, ChestPain_ASY, MaxHR_Low, FastingBS_Normal, ECG_Normal",Age_Middle,0.1276595744680851,0.6276595744680851,0.10638297872340426,0.8333333333333334,1.3276836158192091,1.0,0.02625622453598915,2.23404255319149,0.2829268292682928,0.16393442622950824,0.5523809523809525,0.5014124293785311
"Sex_Male, ChestPain_ASY, Chol_Borderline, BP_Prehypertension",Age_Middle,0.1276595744680851,0.6276595744680851,0.10638297872340426,0.8333333333333334,1.3276836158192091,1.0,0.02625622453598915,2.23404255319149,0.2829268292682928,0.16393442622950824,0.5523809523809525,0.5014124293785311
"Sex_Male, Slope_Flat, BP_Prehypertension, FastingBS_Normal, ECG_Normal",Age_Middle,0.14893617021276595,0.6276595744680851,0.12411347517730496,0.8333333333333334,1.3276836158192091,1.0,0.030632261958653997,2.23404255319149,0.29000000000000004,0.19021739130434784,0.5523809523809525,0.5155367231638418
"MaxHR_Medium, ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, BP_Prehypertension",Age_Middle,0.1276595744680851,0.6276595744680851,0.10638297872340426,0.8333333333333334,1.3276836158192091,1.0,0.02625622453598915,2.23404255319149,0.2829268292682928,0.16393442622950824,0.5523809523809525,0.5014124293785311
"FastingBS_Normal, BP_Prehypertension, Chol_High","Age_Middle, ExAngina_Yes",0.15602836879432624,0.49645390070921985,0.10283687943262411,0.659090909090909,1.3275974025974022,1.0,0.025375987123384125,1.477068557919621,0.29237902057374665,0.18709677419354837,0.32298335467349526,0.433116883116883
"Slope_Flat, ECG_Normal, ChestPain_ASY, Oldpeak_Moderate","Age_Middle, ExAngina_Yes",0.15602836879432624,0.49645390070921985,0.10283687943262411,0.659090909090909,1.3275974025974022,1.0,0.025375987123384125,1.477068557919621,0.29237902057374665,0.18709677419354837,0.32298335467349526,0.433116883116883
"Sex_Male, MaxHR_Medium, Oldpeak_Moderate, Slope_Flat","Age_Middle, ExAngina_Yes",0.15602836879432624,0.49645390070921985,0.10283687943262411,0.659090909090909,1.3275974025974022,1.0,0.025375987123384125,1.477068557919621,0.29237902057374665,0.18709677419354837,0.32298335467349526,0.433116883116883
"FastingBS_Normal, ECG_Normal, Oldpeak_Moderate","Slope_Flat, Age_Middle, ChestPain_ASY",0.1773049645390071,0.48226950354609927,0.11347517730496454,0.64,1.3270588235294118,1.0,0.027966400080478848,1.438140267927502,0.2995689655172414,0.20779220779220778,0.30465753424657543,0.4376470588235294
"Age_Middle, MaxHR_Low","Sex_Male, FastingBS_Normal, ChestPain_ASY, ExAngina_Yes",0.25886524822695034,0.475177304964539,0.16312056737588654,0.6301369863013699,1.3261091801267635,1.0,0.040113676374427865,1.4189650643551355,0.3318077803203663,0.28571428571428575,0.29526101443909675,0.4867102841954611
"Sex_Male, FastingBS_Normal, Oldpeak_Moderate, Chol_High","Slope_Flat, ChestPain_ASY, ExAngina_Yes",0.14893617021276595,0.5567375886524822,0.1099290780141844,0.7380952380952381,1.3257506824385807,1.0,0.02701071374679344,1.6924564796905226,0.288709677419355,0.18452380952380953,0.40914285714285725,0.4677737336973006
"Age_Middle, ECG_Normal, MaxHR_Low","Slope_Flat, ChestPain_ASY, ExAngina_Yes",0.14893617021276595,0.5567375886524822,0.1099290780141844,0.7380952380952381,1.3257506824385807,1.0,0.02701071374679344,1.6924564796905226,0.288709677419355,0.18452380952380953,0.40914285714285725,0.4677737336973006
"Sex_Male, Age_Middle, ECG_Normal, Oldpeak_Moderate","Slope_Flat, FastingBS_Normal",0.13829787234042554,0.6382978723404256,0.11702127659574468,0.8461538461538461,1.3256410256410256,1.0,0.028746038931643278,2.3510638297872335,0.2850729517396184,0.17741935483870966,0.5746606334841629,0.5147435897435897
"Sex_Male, Age_Middle, Oldpeak_Moderate, Chol_High","Slope_Flat, ExAngina_Yes",0.13120567375886524,0.6524822695035462,0.11347517730496454,0.8648648648648649,1.325499412455934,1.0,0.027865801519038266,2.5716312056737594,0.2826530612244897,0.1693121693121693,0.6111417539988969,0.5193889541715628
"Age_Middle, ECG_Normal, BP_Prehypertension","Sex_Male, FastingBS_Normal, ChestPain_ASY, Slope_Flat",0.17375886524822695,0.4929078014184397,0.11347517730496454,0.6530612244897959,1.324915577741888,1.0,0.02782807705849806,1.461618690029203,0.29680793991416304,0.20512820512820515,0.3158270301127443,0.4416385259139627
"Oldpeak_Moderate, Sex_Male, Slope_Flat, Age_Middle, FastingBS_Normal","ECG_Normal, ChestPain_ASY",0.1773049645390071,0.46808510638297873,0.1099290780141844,0.62,1.3245454545454545,1.0,0.026935264825713,1.3997760358342666,0.2978309232480535,0.2052980132450331,0.28559999999999997,0.42742424242424243
"Slope_Flat, Age_Middle, MaxHR_Low, ExAngina_Yes","ECG_Normal, ChestPain_ASY",0.1773049645390071,0.46808510638297873,0.1099290780141844,0.62,1.3245454545454545,1.0,0.026935264825713,1.3997760358342666,0.2978309232480535,0.2052980132450331,0.28559999999999997,0.42742424242424243
"FastingBS_Normal, ECG_Normal, MaxHR_Low, ExAngina_Yes","Slope_Flat, Age_Middle, ChestPain_ASY",0.16666666666666666,0.48226950354609927,0.10638297872340426,0.6382978723404256,1.323529411764706,1.0,0.026004728132387717,1.4313725490196079,0.29333333333333345,0.19607843137254904,0.3013698630136988,0.4294430538172716
"Slope_Flat, ChestPain_ASY, MaxHR_Low, FastingBS_Normal, ECG_Normal","Sex_Male, Age_Middle",0.1595744680851064,0.5709219858156028,0.12056737588652482,0.7555555555555555,1.3233954451345755,1.0,0.029462803681907346,1.7553191489361701,0.29076693968726725,0.19767441860465113,0.43030303030303024,0.483367839889579
"Chol_Borderline, BP_Prehypertension","Sex_Male, Age_Middle",0.1595744680851064,0.5709219858156028,0.12056737588652482,0.7555555555555555,1.3233954451345755,1.0,0.029462803681907346,1.7553191489361701,0.29076693968726725,0.19767441860465113,0.43030303030303024,0.483367839889579
"Age_Middle, ECG_Normal, MaxHR_Low","Slope_Flat, ChestPain_ASY",0.14893617021276595,0.7198581560283688,0.14184397163120568,0.9523809523809524,1.3230119634060522,1.0,0.03463105477591673,5.882978723404263,0.28687500000000016,0.1951219512195122,0.8300180831826404,0.574712643678161
"Sex_Male, Age_Middle, MaxHR_Low, ExAngina_Yes","FastingBS_Normal, ChestPain_ASY",0.1879432624113475,0.6560283687943262,0.16312056737588654,0.8679245283018868,1.3229984701682815,1.0,0.039824455510286225,2.6043566362715302,0.3006455287640024,0.23958333333333337,0.6160280101147637,0.5582865884752677
"Sex_Male, ECG_Normal, BP_Prehypertension","Slope_Flat, Age_Middle, ChestPain_ASY",0.20567375886524822,0.48226950354609927,0.13120567375886524,0.6379310344827587,1.3227687626774849,1.0,0.03201549217846185,1.429922323539345,0.3071911196911197,0.2356687898089172,0.3006613131790271,0.4549949290060852
"Slope_Flat, ECG_Normal, FastingBS_Normal, BP_Prehypertension",Age_Middle,0.16666666666666666,0.6276595744680851,0.13829787234042554,0.8297872340425533,1.322033898305085,1.0,0.03368794326241137,2.1875000000000013,0.29230769230769243,0.21081081081081085,0.5428571428571431,0.5250631085467004
"FastingBS_Normal, ECG_Normal, ChestPain_ASY, BP_Prehypertension",Age_Middle,0.16666666666666666,0.6276595744680851,0.13829787234042554,0.8297872340425533,1.322033898305085,1.0,0.03368794326241137,2.1875000000000013,0.29230769230769243,0.21081081081081085,0.5428571428571431,0.5250631085467004
"Slope_Flat, Age_Middle, MaxHR_Low, ExAngina_Yes","FastingBS_Normal, ECG_Normal",0.1773049645390071,0.45390070921985815,0.10638297872340426,0.6,1.321875,1.0,0.025904129570947135,1.3652482269503545,0.2959770114942529,0.20270270270270271,0.2675324675324675,0.4171875
"MaxHR_Medium, ExAngina_Yes, Slope_Flat, ChestPain_ASY, BP_Prehypertension",Age_Middle,0.1453900709219858,0.6276595744680851,0.12056737588652482,0.8292682926829269,1.3212071103761887,1.0,0.029311905839746494,2.180851063829788,0.2844764461801318,0.1847826086956522,0.5414634146341466,0.5106793440815764
"Slope_Flat, ECG_Normal, ChestPain_ASY","FastingBS_Normal, Age_Middle",0.4148936170212766,0.4787234042553192,0.2624113475177305,0.6324786324786325,1.3211775878442544,1.0,0.06379206277350233,1.4183572488866893,0.4154791154791154,0.4157303370786517,0.29495900924472346,0.5903133903133903
"ECG_Normal, Oldpeak_Moderate","Sex_Male, FastingBS_Normal, ExAngina_Yes",0.20921985815602837,0.5390070921985816,0.14893617021276595,0.7118644067796611,1.3206958073148976,1.0,0.03616518283788542,1.5999165623696292,0.3070681187273116,0.24852071005917156,0.37496740547588026,0.4940900981266727
"FastingBS_Normal, BP_Normal","ECG_Normal, ChestPain_ASY",0.1950354609929078,0.46808510638297873,0.12056737588652482,0.6181818181818182,1.3206611570247933,1.0,0.029274181379206274,1.393110435663627,0.30163254729204453,0.22222222222222218,0.28218181818181814,0.43787878787878787
"Slope_Flat, ECG_Normal, Oldpeak_Moderate","Sex_Male, FastingBS_Normal, ExAngina_Yes",0.18439716312056736,0.5390070921985816,0.13120567375886524,0.7115384615384616,1.320091093117409,1.0,0.03181429505558071,1.5981087470449173,0.29729729729729737,0.22155688622754494,0.3742603550295859,0.4774797570850202
"FastingBS_Normal, ECG_Normal, Oldpeak_Moderate","Sex_Male, Age_Middle, ChestPain_ASY",0.1773049645390071,0.5,0.11702127659574468,0.66,1.32,1.0,0.028368794326241134,1.4705882352941178,0.2946708463949843,0.2088607594936709,0.32000000000000006,0.4470212765957447
"ECG_Normal, Oldpeak_Moderate","Sex_Male, FastingBS_Normal, ChestPain_ASY, ExAngina_Yes",0.20921985815602837,0.475177304964539,0.13120567375886524,0.6271186440677966,1.3197571464710345,1.0,0.03178914541522056,1.407479045776918,0.3063871045933826,0.23717948717948717,0.2895098488318827,0.45161902352643557
"FastingBS_Normal, BP_Normal, ChestPain_ASY","Sex_Male, ECG_Normal",0.1702127659574468,0.48936170212765956,0.1099290780141844,0.6458333333333334,1.3197463768115942,1.0,0.026633469141391294,1.4418022528160204,0.29197684036393734,0.20000000000000004,0.30642361111111116,0.43523550724637683
"Sex_Male, MaxHR_Medium, BP_Prehypertension, Slope_Flat","Age_Middle, ExAngina_Yes",0.20567375886524822,0.49645390070921985,0.1347517730496454,0.6551724137931035,1.3197044334975372,1.0,0.03264423318746543,1.4602836879432626,0.30498120300751885,0.2375,0.31520155415250145,0.4633004926108375
"Sex_Male, BP_Normal, ECG_Normal","Slope_Flat, FastingBS_Normal",0.1347517730496454,0.6382978723404256,0.11347517730496454,0.8421052631578947,1.319298245614035,1.0,0.02746340727327598,2.2907801418439706,0.2797131147540982,0.17204301075268819,0.5634674922600618,0.5099415204678363
"ExAngina_Yes, Sex_Male, BP_Prehypertension, FastingBS_Normal, ECG_Normal","Age_Middle, ChestPain_ASY",0.14184397163120568,0.549645390070922,0.10283687943262411,0.7249999999999999,1.319032258064516,1.0,0.02487299431618127,1.6376531270148285,0.28184667996580215,0.1746987951807229,0.3893700787401572,0.45604838709677414
"ExAngina_Yes, Sex_Male, Slope_Flat, BP_Prehypertension, ECG_Normal","Age_Middle, ChestPain_ASY",0.14184397163120568,0.549645390070922,0.10283687943262411,0.7249999999999999,1.319032258064516,1.0,0.02487299431618127,1.6376531270148285,0.28184667996580215,0.1746987951807229,0.3893700787401572,0.45604838709677414
"BP_Prehypertension, Oldpeak_Moderate, ExAngina_Yes","Sex_Male, Age_Middle, ChestPain_ASY",0.15602836879432624,0.5,0.10283687943262411,0.659090909090909,1.318181818181818,1.0,0.024822695035460987,1.4666666666666661,0.2860040567951318,0.18589743589743588,0.3181818181818179,0.43238233397807857
"Sex_Male, Age_Middle, ECG_Normal, MaxHR_Low","Slope_Flat, ChestPain_ASY",0.13829787234042554,0.7198581560283688,0.13120567375886524,0.9487179487179486,1.3179234558544901,1.0,0.03165082239323977,5.462765957446793,0.2799466132799466,0.18048780487804877,0.8169425511197658,0.5654919792850827
"FastingBS_Normal, Age_Middle, ECG_Normal, MaxHR_Low","Slope_Flat, ChestPain_ASY",0.13829787234042554,0.7198581560283688,0.13120567375886524,0.9487179487179486,1.3179234558544901,1.0,0.03165082239323977,5.462765957446793,0.2799466132799466,0.18048780487804877,0.8169425511197658,0.5654919792850827
