support,itemsets
0.22695035460992907,"MaxHR_Medium, ExAngina_Yes, Sex_Male, ChestPain_ASY, FastingBS_Normal"
0.22695035460992907,"ECG_Normal, BP_Prehypertension"
0.22340425531914893,"Sex_Male, Slope_Flat, Chol_High, Age_Middle, ChestPain_ASY"
0.22340425531914893,"Sex_Male, Age_Middle, FastingBS_Normal, Chol_High"
0.22340425531914893,"ExAngina_Yes, Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal"
0.22340425531914893,"Age_Middle, ChestPain_ASY, Oldpeak_Moderate"
0.22340425531914893,"Sex_Male, ECG_Normal, MaxHR_Low"
0.22340425531914893,"Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.22340425531914893,"Oldpeak_Moderate, Chol_High"
0.22340425531914893,"Sex_Male, Slope_Flat, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.22340425531914893,"FastingBS_Normal, Age_Middle, ChestPain_ASY, Chol_High"
0.22340425531914893,"FastingBS_Normal, Oldpeak_Mild, Sex_Male"
0.22340425531914893,"FastingBS_Normal, Oldpeak_Mild, ChestPain_ASY"
0.22340425531914893,"ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY, ECG_Normal"
0.22340425531914893,"FastingBS_Normal, Age_Middle, MaxHR_Medium, Sex_Male"
0.2198581560283688,"Chol_High, BP_Prehypertension"
0.2198581560283688,ExAngina_No
0.2198581560283688,"Sex_Male, Age_Senior, Slope_Flat"
0.2198581560283688,"FastingBS_Normal, Oldpeak_Mild, ExAngina_Yes"
0.2198581560283688,"ExAngina_Yes, Sex_Male, Slope_Flat, MaxHR_Low, FastingBS_Normal"
0.2198581560283688,"MaxHR_Low, Chol_High"
0.2198581560283688,"Age_Middle, Oldpeak_Moderate, ExAngina_Yes"
0.2198581560283688,"Slope_Flat, MaxHR_Medium, Chol_High"
0.21631205673758866,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ECG_Normal"
0.21631205673758866,"MaxHR_Medium, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY"
0.21631205673758866,"FastingBS_Normal, Age_Middle, MaxHR_Medium, Slope_Flat"
0.21631205673758866,"BP_Prehypertension, MaxHR_Medium, ExAngina_Yes"
0.21631205673758866,"FastingBS_Normal, Age_Senior"
0.21631205673758866,"ExAngina_Yes, Sex_Male, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.21631205673758866,"MaxHR_Medium, ChestPain_ASY, Chol_High"
0.21631205673758866,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, BP_Prehypertension"
0.21631205673758866,"Sex_Male, Age_Middle, FastingBS_Normal, BP_Prehypertension"
0.21631205673758866,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Slope_Flat, FastingBS_Normal"
0.21631205673758866,"Oldpeak_Moderate, ExAngina_Yes, Sex_Male, Slope_Flat, FastingBS_Normal"
0.21631205673758866,"ECG_ST, ExAngina_Yes"
0.21631205673758866,"ExAngina_Yes, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.21631205673758866,"FastingBS_Normal, Age_Middle, Slope_Flat, BP_Prehypertension"
0.21631205673758866,"Slope_Flat, FastingBS_Normal, ECG_Normal, Chol_High"
0.21631205673758866,"FastingBS_Normal, Age_Middle, MaxHR_Low"
0.21631205673758866,"ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.21631205673758866,"FastingBS_Normal, Oldpeak_Mild, Slope_Flat"
0.21631205673758866,"Sex_Male, BP_Stage1, Slope_Flat"
0.2127659574468085,"Sex_Male, BP_Stage1, ExAngina_Yes"
0.2127659574468085,"MaxHR_Medium, Chol_High, ExAngina_Yes"
0.2127659574468085,"ExAngina_Yes, Slope_Flat, Age_Middle, ECG_Normal, FastingBS_Normal"
0.2127659574468085,"ExAngina_Yes, Sex_Male, Slope_Flat, Chol_High, Age_Middle"
0.2127659574468085,"Sex_Male, Age_Middle, MaxHR_Low, Slope_Flat"
0.2127659574468085,"Slope_Flat, ChestPain_ASY, Chol_Borderline"
0.2127659574468085,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle"
0.2127659574468085,"Slope_Flat, ECG_ST"
0.2127659574468085,"Sex_Male, ChestPain_ASY, BP_Stage1"
0.2127659574468085,"ExAngina_Yes, Sex_Male, Slope_Flat, BP_Prehypertension, FastingBS_Normal"
0.2127659574468085,"Age_Senior, ChestPain_ASY, ExAngina_Yes"
0.2127659574468085,"ECG_Normal, ChestPain_ASY, MaxHR_Low"
0.2127659574468085,"ECG_Normal, ChestPain_ASY, MaxHR_Medium"
0.2127659574468085,"ExAngina_Yes, Slope_Flat, Chol_High, Age_Middle, ChestPain_ASY"
0.2127659574468085,"Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Low"
0.2127659574468085,"ExAngina_Yes, Sex_Male, Chol_High, Age_Middle, ChestPain_ASY"
0.2127659574468085,"Sex_Male, Age_Middle, Oldpeak_Mild"
0.2127659574468085,"Slope_Flat, FastingBS_High"
0.2127659574468085,"ECG_Normal, Chol_High, ExAngina_Yes"
0.2127659574468085,"Slope_Flat, ECG_Normal, MaxHR_Low"
0.20921985815602837,"Sex_Male, Age_Middle, Oldpeak_Moderate, Slope_Flat"
0.20921985815602837,"Sex_Male, Chol_Borderline, ExAngina_Yes"
0.20921985815602837,BP_Normal
0.20921985815602837,"ECG_Normal, Oldpeak_Moderate"
0.20921985815602837,"MaxHR_Medium, ExAngina_Yes, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.20567375886524822,"Sex_Male, Oldpeak_Moderate, Chol_High"
0.20567375886524822,ECG_LVH
0.20567375886524822,"FastingBS_Normal, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.20567375886524822,"ChestPain_ASY, FastingBS_High"
0.20567375886524822,"MaxHR_Medium, Oldpeak_Moderate"
0.20567375886524822,"Slope_Flat, MaxHR_Medium, ECG_Normal, Sex_Male"
0.20567375886524822,"FastingBS_Normal, Age_Middle, Oldpeak_Moderate"
0.20567375886524822,"Slope_Flat, Age_Middle, Oldpeak_Mild"
0.20567375886524822,"ExAngina_Yes, Slope_Flat, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.20567375886524822,"ExAngina_Yes, Slope_Flat, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.20567375886524822,"Sex_Male, Age_Middle, ChestPain_ASY, Oldpeak_Moderate"
0.20567375886524822,"Slope_Flat, Chol_High, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.20567375886524822,"Slope_Flat, MaxHR_Medium, Sex_Male, BP_Prehypertension"
0.20567375886524822,"FastingBS_Normal, Age_Middle, Chol_High, ExAngina_Yes"
0.20567375886524822,"FastingBS_Normal, Age_Middle, ChestPain_ASY, MaxHR_Low"
0.20567375886524822,"FastingBS_Normal, Age_Middle, ChestPain_ASY, MaxHR_Medium"
0.20567375886524822,"Slope_Flat, Sex_Male, Chol_High, Age_Middle, FastingBS_Normal"
0.20567375886524822,"Sex_Male, FastingBS_Normal, ECG_Normal, Chol_High"
0.20567375886524822,"Sex_Male, ECG_Normal, Chol_High, Slope_Flat"
0.20567375886524822,"ExAngina_Yes, Sex_Male, Age_Middle, ECG_Normal, FastingBS_Normal"
0.20567375886524822,"Sex_Male, ECG_Normal, BP_Prehypertension"
0.20567375886524822,"Sex_Male, MaxHR_Low, Chol_High"
0.20567375886524822,"Slope_Flat, ECG_Normal, BP_Prehypertension"
0.20567375886524822,"Sex_Male, Age_Middle, Oldpeak_Moderate, ExAngina_Yes"
0.20567375886524822,"Age_Middle, ChestPain_ASY, Oldpeak_Mild"
0.20567375886524822,"Age_Middle, MaxHR_Low, ExAngina_Yes"
0.20567375886524822,"Oldpeak_Mild, ECG_Normal"
0.20567375886524822,"FastingBS_Normal, Chol_Borderline"
0.20212765957446807,"FastingBS_Normal, Age_Middle, BP_Prehypertension, ExAngina_Yes"
0.20212765957446807,"ExAngina_Yes, Sex_Male, Slope_Flat, Chol_High, ChestPain_ASY, FastingBS_Normal"
0.20212765957446807,"Sex_Male, ExAngina_No"
0.20212765957446807,"Slope_Flat, ECG_Normal, ChestPain_ASY, Chol_High"
0.20212765957446807,"Oldpeak_Moderate, ExAngina_Yes, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.20212765957446807,"Age_Middle, Oldpeak_Mild, ExAngina_Yes"
0.20212765957446807,"Age_Middle, Chol_Borderline"
0.20212765957446807,"Slope_Flat, FastingBS_Normal, ECG_Normal, MaxHR_Medium"
0.20212765957446807,"Sex_Male, ECG_ST, ExAngina_Yes"
0.20212765957446807,"FastingBS_Normal, ECG_Normal, ChestPain_ASY, Chol_High"
0.20212765957446807,"Sex_Male, Chol_High, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.20212765957446807,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal"
0.19858156028368795,"Slope_Flat, ExAngina_No"
0.19858156028368795,"MaxHR_Medium, ChestPain_ASY, BP_Prehypertension"
0.19858156028368795,"FastingBS_Normal, Age_Middle, MaxHR_Low, Sex_Male"
0.19858156028368795,"BP_Stage1, ChestPain_ASY, ExAngina_Yes"
0.19858156028368795,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY"
0.19858156028368795,"Slope_Flat, Oldpeak_Moderate, Chol_High"
0.19858156028368795,"MaxHR_Medium, Slope_Flat, Sex_Male, Age_Middle, FastingBS_Normal"
0.19858156028368795,"MaxHR_Medium, ExAngina_Yes, Slope_Flat, Age_Middle, ChestPain_ASY"
0.19858156028368795,"FastingBS_Normal, ECG_Normal, MaxHR_Low"
0.19858156028368795,"ChestPain_ASY, ECG_LVH"
0.19858156028368795,"Slope_Flat, ECG_Normal, MaxHR_Low, Sex_Male"
0.19858156028368795,"Sex_Male, ECG_Normal, ChestPain_ASY, MaxHR_Low"
0.19858156028368795,"Sex_Male, BP_Normal"
0.19858156028368795,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, Oldpeak_Mild"
0.19858156028368795,"Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Low"
0.19858156028368795,"Slope_Flat, ChestPain_ASY, BP_Stage1"
0.19858156028368795,"ECG_Normal, ChestPain_ASY, BP_Prehypertension"
0.19858156028368795,"Slope_Flat, Age_Middle, ChestPain_ASY, Oldpeak_Moderate"
0.19858156028368795,"ExAngina_Yes, Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.19858156028368795,"ChestPain_ASY, Oldpeak_Moderate, Chol_High"
0.19858156028368795,"ExAngina_Yes, Slope_Flat, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.19858156028368795,"ChestPain_ASY, MaxHR_Low, Chol_High"
0.19858156028368795,"Sex_Male, FastingBS_Normal, ECG_Normal, MaxHR_Medium"
0.1950354609929078,"Sex_Male, FastingBS_Normal, Chol_Borderline"
0.1950354609929078,"MaxHR_Low, Chol_High, ExAngina_Yes"
0.1950354609929078,"Slope_Flat, Chol_High, BP_Prehypertension"
0.1950354609929078,"FastingBS_Normal, Oldpeak_Mild, ChestPain_ASY, Sex_Male"
0.1950354609929078,"FastingBS_Normal, MaxHR_Medium, Chol_High"
0.1950354609929078,"FastingBS_Normal, ECG_Normal, Chol_High, ExAngina_Yes"
0.1950354609929078,"FastingBS_Normal, Age_Middle, MaxHR_Low, Slope_Flat"
0.1950354609929078,"Slope_Flat, Age_Senior, ExAngina_Yes"
0.1950354609929078,"ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.1950354609929078,"FastingBS_Normal, Age_Senior, Sex_Male"
0.1950354609929078,"Age_Middle, ChestPain_ASY, MaxHR_Low, ExAngina_Yes"
0.1950354609929078,"Age_Middle, ChestPain_ASY, Oldpeak_Moderate, ExAngina_Yes"
0.1950354609929078,"ChestPain_ASY, Chol_Borderline, ExAngina_Yes"
0.1950354609929078,"Slope_Flat, Age_Middle, Oldpeak_Moderate, ExAngina_Yes"
0.1950354609929078,"ChestPain_ASY, ECG_ST"
0.1950354609929078,"FastingBS_Normal, BP_Normal"
0.1950354609929078,"FastingBS_Normal, Age_Middle, Oldpeak_Moderate, Sex_Male"
0.1950354609929078,"Sex_Male, ECG_ST, Slope_Flat"
0.1950354609929078,"Sex_Male, ECG_Normal, Oldpeak_Moderate"
0.1950354609929078,"Slope_Flat, Chol_Borderline, ExAngina_Yes"
0.1950354609929078,"FastingBS_Normal, Oldpeak_Mild, ChestPain_ASY, ExAngina_Yes"
0.1950354609929078,"Sex_Male, BP_Prehypertension, MaxHR_Medium, ExAngina_Yes"
0.1950354609929078,"Slope_Flat, Sex_Male, Age_Middle, BP_Prehypertension, FastingBS_Normal"
0.1950354609929078,"Slope_Flat, Age_Senior, ChestPain_ASY"
0.1950354609929078,"Slope_Flat, ChestPain_ASY, Chol_Borderline, Sex_Male"
0.19148936170212766,"ECG_Normal, MaxHR_Low, ExAngina_Yes"
0.19148936170212766,"Sex_Male, Age_Senior, ChestPain_ASY, ExAngina_Yes"
0.19148936170212766,"ExAngina_Yes, Slope_Flat, Chol_High, Age_Middle, FastingBS_Normal"
0.19148936170212766,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.19148936170212766,"MaxHR_Medium, Sex_Male, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.19148936170212766,"Sex_Male, Age_Middle, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.19148936170212766,"BP_Stage1, FastingBS_Normal"
0.19148936170212766,"Slope_Flat, MaxHR_Low, Chol_High"
0.19148936170212766,"BP_Stage1, Slope_Flat, ExAngina_Yes"
0.19148936170212766,"Chol_High, Oldpeak_Moderate, ExAngina_Yes"
0.19148936170212766,"Oldpeak_Moderate, ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.19148936170212766,"Oldpeak_Mild, Chol_High"
0.19148936170212766,"FastingBS_Normal, Age_Middle, ChestPain_ASY, Oldpeak_Moderate"
0.19148936170212766,"Slope_Flat, BP_Prehypertension, MaxHR_Medium, ExAngina_Yes"
0.19148936170212766,"Sex_Male, Age_Middle, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.19148936170212766,"Oldpeak_Mild, ECG_Normal, ChestPain_ASY"
0.19148936170212766,"FastingBS_Normal, Oldpeak_Mild, Slope_Flat, ExAngina_Yes"
0.19148936170212766,"FastingBS_Normal, Oldpeak_Mild, Sex_Male, ExAngina_Yes"
0.19148936170212766,"Sex_Male, ECG_Normal, ChestPain_ASY, Chol_High"
0.19148936170212766,"Sex_Male, MaxHR_Medium, Oldpeak_Moderate"
0.19148936170212766,"Slope_Flat, ECG_Normal, Chol_High, ExAngina_Yes"
0.19148936170212766,"Sex_Male, Slope_Flat, FastingBS_High"
0.19148936170212766,"FastingBS_Normal, MaxHR_Medium, ECG_Normal, ChestPain_ASY"
0.19148936170212766,"Age_Middle, MaxHR_Medium, BP_Prehypertension"
0.1879432624113475,"ChestPain_ASY, Chol_High, BP_Prehypertension"
0.1879432624113475,"ExAngina_Yes, Chol_High, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.1879432624113475,"Sex_Male, Chol_High, BP_Prehypertension"
0.1879432624113475,"FastingBS_Normal, ECG_Normal, BP_Prehypertension"
0.1879432624113475,"FastingBS_Normal, Age_Middle, Oldpeak_Moderate, Slope_Flat"
0.1879432624113475,"Sex_Male, Age_Middle, Oldpeak_Mild, Slope_Flat"
0.1879432624113475,"Sex_Male, Age_Middle, MaxHR_Low, ExAngina_Yes"
0.1879432624113475,"ExAngina_Yes, Sex_Male, Slope_Flat, Chol_High, Age_Middle, ChestPain_ASY"
0.1879432624113475,"Sex_Male, ChestPain_ASY, MaxHR_Low, Chol_High"
0.1879432624113475,"Slope_Flat, ECG_Normal, ChestPain_ASY, MaxHR_Medium"
0.1879432624113475,"FastingBS_Normal, Age_Middle, MaxHR_Low, ExAngina_Yes"
0.1879432624113475,"FastingBS_Normal, Age_Middle, MaxHR_Medium, ExAngina_Yes"
0.1879432624113475,"FastingBS_Normal, Oldpeak_Mild, ChestPain_ASY, Slope_Flat"
0.1879432624113475,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ECG_Normal, FastingBS_Normal"
0.1879432624113475,"Sex_Male, FastingBS_Normal, ECG_Normal, MaxHR_Low"
0.1879432624113475,"MaxHR_Medium, ECG_Normal, ExAngina_Yes"
0.1879432624113475,"Sex_Male, Age_Middle, Chol_Borderline"
0.1879432624113475,"FastingBS_Normal, Oldpeak_Mild, Slope_Flat, Sex_Male"
0.1879432624113475,"Slope_Flat, ECG_Normal, ChestPain_ASY, MaxHR_Low"
0.1879432624113475,"Sex_Male, ECG_Normal, ChestPain_ASY, MaxHR_Medium"
0.1879432624113475,"Sex_Male, Age_Middle, ChestPain_ASY, Oldpeak_Mild"
0.18439716312056736,"Sex_Male, Age_Middle, Oldpeak_Mild, ExAngina_Yes"
0.18439716312056736,"Sex_Male, Chol_High, Oldpeak_Moderate, ExAngina_Yes"
0.18439716312056736,"Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.18439716312056736,"FastingBS_Normal, BP_Normal, Sex_Male"
0.18439716312056736,"Slope_Flat, ECG_Normal, Sex_Male, BP_Prehypertension"
0.18439716312056736,"Sex_Male, ChestPain_ASY, BP_Stage1, ExAngina_Yes"
0.18439716312056736,"BP_Normal, ChestPain_ASY"
0.18439716312056736,"Sex_Male, Slope_Flat, Chol_High, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.18439716312056736,"Slope_Flat, ECG_Normal, Oldpeak_Moderate"
0.18439716312056736,"Slope_Flat, Oldpeak_Mild, ECG_Normal"
0.18439716312056736,"Slope_Flat, Age_Middle, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.18439716312056736,"FastingBS_Normal, MaxHR_Medium, BP_Prehypertension"
0.18439716312056736,"FastingBS_Normal, Age_Senior, ExAngina_Yes"
0.18439716312056736,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.18439716312056736,"Oldpeak_Mild, MaxHR_Medium"
0.18439716312056736,"Slope_Flat, ECG_ST, ExAngina_Yes"
0.18439716312056736,"Sex_Male, ExAngina_No, Slope_Flat"
0.18439716312056736,"Age_Middle, ChestPain_ASY, Oldpeak_Mild, ExAngina_Yes"
0.18439716312056736,"Sex_Male, ECG_LVH"
0.18439716312056736,"Slope_Flat, FastingBS_Normal, Chol_Borderline"
0.18439716312056736,"Sex_Male, MaxHR_Low, Chol_High, ExAngina_Yes"
0.18439716312056736,"FastingBS_High, ExAngina_Yes"
0.18439716312056736,"Sex_Male, MaxHR_Medium, Chol_High, Slope_Flat"
0.18085106382978725,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.18085106382978725,"Oldpeak_Moderate, Sex_Male, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.18085106382978725,"Sex_Male, ECG_Normal, MaxHR_Low, ExAngina_Yes"
0.18085106382978725,"Sex_Male, ECG_Normal, Chol_High, ExAngina_Yes"
0.18085106382978725,"Oldpeak_Moderate, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY"
0.18085106382978725,"Oldpeak_Moderate, ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY"
0.18085106382978725,"MaxHR_Medium, Slope_Flat, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.18085106382978725,"Sex_Male, ChestPain_ASY, FastingBS_High"
0.18085106382978725,"ECG_Normal, ChestPain_ASY, Chol_High, ExAngina_Yes"
0.18085106382978725,"ExAngina_Yes, Slope_Flat, Age_Middle, BP_Prehypertension, FastingBS_Normal"
0.18085106382978725,"ExAngina_Yes, Sex_Male, Age_Middle, BP_Prehypertension, FastingBS_Normal"
0.18085106382978725,"Oldpeak_Moderate, ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle"
0.18085106382978725,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.18085106382978725,"BP_Prehypertension, ECG_Normal, ExAngina_Yes"
0.18085106382978725,"BP_Prehypertension, Chol_High, ExAngina_Yes"
0.18085106382978725,"ExAngina_Yes, Sex_Male, Chol_High, Age_Middle, FastingBS_Normal"
0.18085106382978725,"Sex_Male, MaxHR_Medium, ChestPain_ASY, BP_Prehypertension"
0.18085106382978725,"Sex_Male, MaxHR_Medium, ChestPain_ASY, Chol_High"
0.18085106382978725,"Slope_Flat, Age_Middle, ChestPain_ASY, Oldpeak_Mild"
0.18085106382978725,"Sex_Male, Slope_Flat, Oldpeak_Moderate, Chol_High"
0.18085106382978725,"Sex_Male, ECG_Normal, ChestPain_ASY, BP_Prehypertension"
0.18085106382978725,"Age_Senior, Chol_High"
0.18085106382978725,"ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY, MaxHR_Low"
0.18085106382978725,"Sex_Male, ChestPain_ASY, Oldpeak_Moderate, Chol_High"
0.18085106382978725,"Sex_Male, ChestPain_ASY, ECG_ST"
0.18085106382978725,"FastingBS_Normal, ECG_Normal, ChestPain_ASY, MaxHR_Low"
0.18085106382978725,"FastingBS_Normal, Age_Senior, ChestPain_ASY"
0.18085106382978725,"FastingBS_Normal, ChestPain_ASY, Chol_Borderline"
0.18085106382978725,"Slope_Flat, Sex_Male, Chol_High, ECG_Normal, FastingBS_Normal"
0.18085106382978725,"Age_Middle, ECG_Normal, MaxHR_Medium"
0.1773049645390071,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.1773049645390071,"Sex_Male, Slope_Flat, MaxHR_Low, Chol_High"
0.1773049645390071,"ECG_Normal, Oldpeak_Moderate, ExAngina_Yes"
0.1773049645390071,"Slope_Flat, FastingBS_Normal, ECG_Normal, MaxHR_Low"
0.1773049645390071,"Slope_Flat, ECG_Normal, ChestPain_ASY, BP_Prehypertension"
0.1773049645390071,"ExAngina_Yes, Age_Middle, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.1773049645390071,"Slope_Flat, Sex_Male, Age_Middle, MaxHR_Low, FastingBS_Normal"
0.1773049645390071,"Oldpeak_Moderate, BP_Prehypertension"
0.1773049645390071,"Sex_Male, MaxHR_Medium, Chol_High, ExAngina_Yes"
0.1773049645390071,"Sex_Male, ChestPain_ASY, Chol_Borderline, ExAngina_Yes"
0.1773049645390071,"Age_Middle, ChestPain_ASY, Chol_Borderline"
0.1773049645390071,"Oldpeak_Moderate, Slope_Flat, Sex_Male, Age_Middle, FastingBS_Normal"
0.1773049645390071,"ECG_Normal, ChestPain_ASY, Oldpeak_Moderate"
0.1773049645390071,"FastingBS_Normal, Age_Middle, Oldpeak_Moderate, ExAngina_Yes"
0.1773049645390071,"Sex_Male, ChestPain_ASY, BP_Stage1, Slope_Flat"
0.1773049645390071,"Sex_Male, Slope_Flat, BP_Stage1, ExAngina_Yes"
0.1773049645390071,"Sex_Male, Slope_Flat, Chol_Borderline, ExAngina_Yes"
0.1773049645390071,"Slope_Flat, Age_Middle, Oldpeak_Mild, ExAngina_Yes"
0.1773049645390071,"Slope_Flat, Age_Middle, MaxHR_Low, ExAngina_Yes"
0.1773049645390071,"ChestPain_ASY, MaxHR_Low, Chol_High, ExAngina_Yes"
0.1773049645390071,"ChestPain_ASY, ExAngina_No"
0.1773049645390071,"Sex_Male, Oldpeak_Mild, ECG_Normal"
0.1773049645390071,"FastingBS_Normal, ECG_Normal, Oldpeak_Moderate"
0.1773049645390071,"Slope_Flat, ChestPain_ASY, Oldpeak_Moderate, Chol_High"
0.1773049645390071,"Slope_Flat, Chol_High, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.1773049645390071,"Slope_Flat, Age_Middle, MaxHR_Medium, BP_Prehypertension"
0.1773049645390071,"Sex_Male, ChestPain_ASY, ECG_LVH"
0.1773049645390071,"ECG_Normal, Chol_Borderline"
0.17375886524822695,"Oldpeak_Mild, ECG_Normal, ExAngina_Yes"
0.17375886524822695,"Slope_Flat, BP_Normal"
0.17375886524822695,"Oldpeak_Moderate, Slope_Flat, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.17375886524822695,"Slope_Flat, MaxHR_Medium, Chol_High, ExAngina_Yes"
0.17375886524822695,"Sex_Male, Slope_Flat, ChestPain_ASY, MaxHR_Low, ECG_Normal"
0.17375886524822695,"Sex_Male, FastingBS_Normal, Chol_Borderline, Slope_Flat"
0.17375886524822695,"Sex_Male, Age_Senior, Slope_Flat, ExAngina_Yes"
0.17375886524822695,"ExAngina_Yes, Slope_Flat, Chol_High, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.17375886524822695,"MaxHR_Medium, Oldpeak_Moderate, ExAngina_Yes"
0.17375886524822695,"MaxHR_Medium, ChestPain_ASY, Oldpeak_Moderate"
0.17375886524822695,"ChestPain_ASY, ECG_ST, ExAngina_Yes"
0.17375886524822695,"ExAngina_Yes, Age_Middle, ChestPain_ASY, BP_Prehypertension, FastingBS_Normal"
0.17375886524822695,"Sex_Male, BP_Normal, ChestPain_ASY"
0.17375886524822695,"MaxHR_Medium, Slope_Flat, Sex_Male, ECG_Normal, FastingBS_Normal"
0.17375886524822695,"MaxHR_Low, Oldpeak_Moderate"
0.17375886524822695,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY"
0.17375886524822695,"ExAngina_Yes, Slope_Flat, Chol_High, ECG_Normal, FastingBS_Normal"
0.17375886524822695,"MaxHR_Medium, ChestPain_ASY, Chol_High, ExAngina_Yes"
0.17375886524822695,"Sex_Male, Age_Middle, MaxHR_Medium, BP_Prehypertension"
0.17375886524822695,"Slope_Flat, Age_Middle, Chol_Borderline"
0.17375886524822695,"Age_Middle, MaxHR_Medium, Chol_High"
0.17375886524822695,"Age_Middle, ECG_Normal, BP_Prehypertension"
0.17375886524822695,"Slope_Flat, MaxHR_Medium, ChestPain_ASY, BP_Prehypertension"
0.1702127659574468,"Sex_Male, ECG_Normal, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.1702127659574468,"Slope_Flat, ChestPain_ASY, FastingBS_High"
0.1702127659574468,"Sex_Male, FastingBS_Normal, ECG_Normal, BP_Prehypertension"
0.1702127659574468,"Sex_Male, ECG_Normal, Oldpeak_Moderate, ExAngina_Yes"
0.1702127659574468,Chol_Desirable
0.1702127659574468,"Sex_Male, Slope_Flat, ECG_ST, ExAngina_Yes"
0.1702127659574468,"Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.1702127659574468,"Slope_Flat, ECG_Normal, Oldpeak_Moderate, Sex_Male"
0.1702127659574468,"Oldpeak_Moderate, ExAngina_Yes, Slope_Flat, Age_Middle, ChestPain_ASY"
0.1702127659574468,"Slope_Flat, Chol_High, Oldpeak_Moderate, ExAngina_Yes"
0.1702127659574468,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Age_Middle, FastingBS_Normal"
0.1702127659574468,"Sex_Male, FastingBS_Normal, ChestPain_ASY, Chol_Borderline"
0.1702127659574468,"Slope_Flat, Oldpeak_No"
0.1702127659574468,"Slope_Flat, Age_Middle, ECG_Normal, MaxHR_Medium"
0.1702127659574468,"Slope_Flat, MaxHR_Medium, Oldpeak_Moderate"
